emp_length,state,homeownership,annual_income,debt_to_income,delinq_2y,months_since_last_delinq,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,combined_annual_income,combined_dti,months_since_last_delinq_never,months_since_90d_late_never,months_since_last_credit_inquiry_never,emp_length_missing,credit_history_years,loan_to_income,installment_to_income,credit_utilization_ratio,open_credit_ratio,cc_balance_ratio,open_cc_ratio,recent_account_ratio,accounts_per_credit_year,inquiries_per_credit_year,total_negative_marks,has_delinq_history,region,log_annual_income,log_loan_amount,target_delinquent
10.0,CA,RENT,65000.0,15.56,0,999.0,5,12,5,45432,38668,0,0,999.0,0,98,1,4,0.0,5,0,3,6800,5,4,4,0,100.0,0,0,debt_consolidation,individual,20000,36,65000.0,15.56,1,1,0,0,5,0.3076923076923077,0.10256410256410256,0.8511181546046839,0.4166666666666667,1.0,0.8,0.3333333333333333,2.4,1.0,0,0,West,11.082157933374816,9.90353755128617,0
2.0,AZ,MORTGAGE,150000.0,6.36,1,19.0,0,12,6,211183,19332,0,0,27.0,0,0,2,0,999.0,6,0,2,21400,8,3,3,1,83.3,0,0,major_purchase,individual,7000,36,150000.0,6.36,0,0,1,0,20,0.04666666666666667,0.015555555555555557,0.09154145930306891,0.5,1.0,0.375,0.0,0.6,0.0,1,1,West,11.918397239722838,8.853808274977197,0
6.0,NY,RENT,59000.0,13.43,0,68.0,2,20,8,19400,10466,0,0,999.0,0,0,3,1,7.0,8,0,3,5700,16,5,4,0,95.0,0,0,other,individual,14000,60,59000.0,13.43,0,1,0,1,14,0.23728813559322035,0.04745762711864407,0.5394845360824743,0.4,0.8,0.3125,0.05,1.4285714285714286,0.14285714285714285,0,0,Northeast,10.985309671896763,9.546884034617925,0
10.0,CA,MORTGAGE,132000.0,8.27,0,35.0,8,45,39,107135,28751,0,0,35.0,0,0,2,22,0.0,39,0,5,38700,35,35,10,1,95.6,0,0,other,individual,10000,60,132000.0,8.27,0,0,0,0,22,0.07575757575757576,0.01515151515151515,0.26836234657208197,0.8666666666666667,0.2857142857142857,1.0,0.4888888888888889,2.0454545454545454,0.36363636363636365,0,0,West,11.790564777297387,9.210440366976517,0
10.0,NV,OWN,62000.0,29.71,1,17.0,0,12,9,97690,67294,0,0,999.0,0,0,5,6,17.0,9,0,3,13500,5,4,4,0,91.7,0,0,credit_card,individual,4000,36,62000.0,29.71,0,1,0,0,2,0.06451612903225806,0.02150537634408602,0.6888524925785648,0.75,1.0,0.8,0.5,6.0,0.0,1,1,West,11.034905792929415,8.294299608857235,0
4.0,MD,RENT,62000.0,33.47,0,44.0,2,34,16,110559,78569,0,0,67.0,0,0,4,8,11.0,16,0,6,15900,21,12,8,0,93.9,0,0,debt_consolidation,individual,6000,36,62000.0,33.47,0,0,0,0,10,0.0967741935483871,0.03225806451612903,0.7106522309355185,0.47058823529411764,0.6666666666666666,0.5714285714285714,0.23529411764705882,3.4,0.2,0,0,South,11.034905792929415,8.699681400989514,0
6.0,TN,MORTGAGE,42000.0,26.17,0,999.0,2,43,20,205680,36623,0,0,999.0,0,0,1,7,0.0,20,0,4,88400,37,18,7,1,100.0,0,0,debt_consolidation,individual,23000,36,42000.0,26.17,1,1,0,1,30,0.5476190476190477,0.18253968253968256,0.17805814858031893,0.46511627906976744,0.3888888888888889,0.4864864864864865,0.16279069767441862,1.4333333333333333,0.06666666666666667,0,0,South,10.645448706505872,10.043292972227004,0
9.0,NC,RENT,32000.0,21.22,0,36.0,1,30,17,47658,21733,0,0,36.0,0,0,1,9,6.0,17,0,9,20300,25,16,15,0,86.7,0,0,home_improvement,individual,3600,36,32000.0,21.22,0,0,0,0,15,0.1125,0.037500000000000006,0.4560199756599102,0.5666666666666667,0.9375,0.64,0.3,2.0,0.06666666666666667,0,0,South,10.373522431293592,8.188966863648876,0
10.0,FL,MORTGAGE,170000.0,9.91,0,999.0,0,34,12,589074,70807,0,0,999.0,0,0,1,4,14.0,12,0,7,103700,26,10,9,2,100.0,0,0,credit_card,individual,40000,36,170000.0,9.91,1,1,0,0,13,0.23529411764705882,0.0784313725490196,0.12020051810129118,0.35294117647058826,0.9,0.38461538461538464,0.11764705882352941,2.6153846153846154,0.0,0,0,South,12.04355959836804,10.596659732783579,0
2.0,PA,RENT,94000.0,19.75,0,25.0,0,26,13,189516,202605,0,0,999.0,0,1326,7,2,15.0,13,0,3,16600,9,6,6,0,91.3,0,0,debt_consolidation,individual,2400,36,94000.0,19.75,0,1,0,0,11,0.02553191489361702,0.00851063829787234,1.0690654087253846,0.5,1.0,0.6666666666666666,0.07692307692307693,2.3636363636363638,0.0,0,0,Northeast,11.451060699493427,7.783640596221253,0
1.0,MT,MORTGAGE,130000.0,23.48,0,999.0,3,36,12,512368,122171,0,2,999.0,0,0,4,5,2.0,12,0,3,19000,15,7,5,1,100.0,1,1,debt_consolidation,joint,28000,60,171000.0,20.88,1,1,0,0,12,0.16374269005847952,0.03274853801169591,0.23844385285575992,0.3333333333333333,0.7142857142857143,0.4666666666666667,0.1388888888888889,3.0,0.25,4,1,West,12.049424683420915,10.239995502805316,0
6.0,CA,RENT,40000.0,5.82,0,999.0,0,5,3,6700,4824,0,1,999.0,0,0,0,0,999.0,3,0,3,6700,4,3,3,1,100.0,0,1,credit_card,individual,6500,36,40000.0,5.82,1,1,1,1,12,0.1625,0.05416666666666666,0.72,0.6,1.0,0.75,0.0,0.4166666666666667,0.0,2,1,West,10.596659732783579,8.77971129020447,0
10.0,AK,OWN,80000.0,20.85,0,68.0,1,17,5,64718,22276,0,1,68.0,0,0,2,2,12.0,5,0,0,5500,7,2,0,0,94.1,0,1,debt_consolidation,individual,18000,36,80000.0,20.85,0,0,0,0,13,0.225,0.075,0.34420099508637475,0.29411764705882354,0.0,0.2857142857142857,0.11764705882352941,1.3076923076923077,0.07692307692307693,2,1,West,11.289794413577894,9.798182590890704,0
2.0,NJ,RENT,25560.0,6.24,1,22.0,4,12,11,18700,2813,0,0,999.0,0,0,0,8,8.0,11,0,4,11600,12,11,6,0,91.7,0,0,debt_consolidation,individual,3000,36,25560.0,6.24,0,1,0,0,2,0.11737089201877934,0.03912363067292644,0.150427807486631,0.9166666666666666,0.5454545454545454,0.9166666666666666,0.6666666666666666,6.0,2.0,1,1,Northeast,10.148823031356836,8.006700845440367,0
8.0,NV,RENT,62400.0,39.27,0,999.0,0,33,21,103428,34670,0,1,999.0,0,0,4,6,24.0,21,0,4,22200,22,17,8,0,100.0,0,1,debt_consolidation,individual,20000,36,62400.0,39.27,1,1,0,0,9,0.32051282051282054,0.10683760683760683,0.3352090343040569,0.6363636363636364,0.47058823529411764,0.7727272727272727,0.18181818181818182,3.6666666666666665,0.0,2,1,West,11.041336579870135,9.90353755128617,0
3.0,KS,MORTGAGE,50000.0,25.06,0,58.0,4,21,10,174544,37638,0,0,61.0,0,0,4,6,5.0,10,0,2,1600,4,4,4,3,95.2,0,0,other,individual,2200,36,50000.0,25.06,0,0,0,0,8,0.044,0.014666666666666666,0.21563617196809973,0.47619047619047616,1.0,1.0,0.2857142857142857,2.625,0.5,0,0,Midwest,10.819798284210286,7.696667081526462,0
6.0,NE,MORTGAGE,175500.0,9.44,0,57.0,1,26,13,274715,77053,0,0,999.0,0,0,5,4,7.0,13,0,3,49300,8,7,4,3,88.5,0,0,credit_card,individual,20000,36,175500.0,9.44,0,1,0,0,16,0.11396011396011396,0.03798670465337132,0.280483410079537,0.5,0.5714285714285714,0.875,0.15384615384615385,1.625,0.0625,0,0,Midwest,12.075400019877522,9.90353755128617,0
1.0,NJ,RENT,180000.0,6.97,0,49.0,0,4,4,50304,27322,0,1,999.0,0,234,1,0,17.0,4,0,2,8400,2,2,2,0,75.0,1,0,credit_card,individual,25000,36,180000.0,6.97,0,1,0,0,26,0.1388888888888889,0.046296296296296294,0.5431377226463104,1.0,1.0,1.0,0.0,0.15384615384615385,0.0,2,1,Northeast,12.100717685412471,10.12667110305036,0
3.0,MN,MORTGAGE,60000.0,28.98,0,70.0,1,19,10,67487,36529,0,0,70.0,0,0,2,1,8.0,10,0,5,37800,12,8,6,2,89.5,0,0,debt_consolidation,individual,7200,36,60000.0,28.98,0,0,0,0,10,0.12,0.04,0.5412746158519418,0.5263157894736842,0.75,0.6666666666666666,0.05263157894736842,1.9,0.1,0,0,Midwest,11.002116507732017,8.881975184248867,0
8.0,GA,MORTGAGE,53701.0,36.53,0,999.0,0,23,19,122772,35521,0,0,999.0,0,0,2,4,16.0,19,0,9,25300,18,15,15,1,100.0,0,0,home_improvement,individual,12950,60,53701.0,36.53,1,1,0,0,23,0.24115007169326455,0.04823001433865292,0.28932492750790084,0.8260869565217391,1.0,0.8333333333333334,0.17391304347826086,1.0,0.0,0,0,South,10.891205523751276,9.468928284223587,0
6.0,NY,RENT,33000.0,10.62,0,999.0,0,6,2,106400,13978,0,0,999.0,0,0,0,1,999.0,2,0,1,16400,4,1,1,2,100.0,0,0,debt_consolidation,joint,15000,36,66000.0,33.0,1,1,1,1,16,0.22727272727272727,0.07575757575757576,0.1313721804511278,0.3333333333333333,1.0,0.25,0.16666666666666666,0.375,0.0,0,0,Northeast,11.097425172408931,9.61587214452889,0
0.0,OR,MORTGAGE,52000.0,29.68,0,999.0,1,28,16,122125,84842,0,0,999.0,0,0,10,0,9.0,16,0,4,42600,8,6,5,0,100.0,0,0,credit_card,individual,9050,36,52000.0,29.68,1,1,0,0,10,0.17403846153846153,0.058012820512820515,0.6947144319344933,0.5714285714285714,0.8333333333333334,0.75,0.0,2.8,0.1,0,0,West,10.859018228147887,9.11063052782717,0
6.0,IN,MORTGAGE,67000.0,19.72,0,26.0,5,53,21,349825,72162,0,0,999.0,0,0,4,5,0.0,21,0,3,17700,27,16,4,4,96.2,0,0,home_improvement,individual,6400,36,67000.0,19.72,0,1,0,0,18,0.0955223880597015,0.031840796019900496,0.20628028299864218,0.39622641509433965,0.25,0.5925925925925926,0.09433962264150944,2.9444444444444446,0.2777777777777778,0,0,Midwest,11.112462823634855,8.764209507142004,0
6.0,TX,MORTGAGE,150000.0,14.07,0,999.0,0,47,14,142476,116797,0,0,999.0,0,0,5,9,21.0,14,0,2,10500,27,9,8,0,100.0,0,0,credit_card,individual,20000,36,150000.0,14.07,1,1,0,0,15,0.13333333333333333,0.044444444444444446,0.819766136050984,0.2978723404255319,0.8888888888888888,0.3333333333333333,0.19148936170212766,3.1333333333333333,0.0,0,0,South,11.918397239722838,9.90353755128617,0
3.0,PA,MORTGAGE,130000.0,14.63,0,999.0,0,29,17,390660,252444,0,0,999.0,0,0,13,0,999.0,17,0,2,26500,4,3,2,1,100.0,0,0,debt_consolidation,individual,30000,60,130000.0,14.63,1,1,1,0,21,0.23076923076923078,0.04615384615384615,0.6461987405928429,0.5862068965517241,0.6666666666666666,0.75,0.0,1.380952380952381,0.0,0,0,Northeast,11.775297421715827,10.308985993422082,0
1.0,SC,MORTGAGE,110000.0,16.92,0,999.0,1,17,12,293600,48364,0,0,999.0,0,0,1,1,7.0,12,0,6,45600,11,10,9,2,100.0,0,0,credit_card,individual,10000,36,110000.0,16.92,1,1,0,0,20,0.09090909090909091,0.030303030303030304,0.1647275204359673,0.7058823529411765,0.9,0.9090909090909091,0.058823529411764705,0.85,0.05,0,0,South,11.608244735642321,9.210440366976517,0
0.0,TX,MORTGAGE,140000.0,18.14,1,23.0,1,32,15,327606,93408,0,0,999.0,0,0,4,2,2.0,15,0,6,72300,23,10,7,2,96.9,0,0,debt_consolidation,individual,40000,36,140000.0,18.14,0,1,0,0,32,0.2857142857142857,0.09523809523809525,0.2851229830955477,0.46875,0.7,0.43478260869565216,0.0625,1.0,0.03125,1,1,South,11.849404844423074,10.596659732783579,0
10.0,NM,OWN,80000.0,22.95,0,999.0,0,41,14,212200,47611,0,0,999.0,0,0,2,3,13.0,14,0,3,36000,33,11,8,1,100.0,0,0,debt_consolidation,individual,14000,36,80000.0,22.95,1,1,0,0,25,0.175,0.058333333333333334,0.22436852026390197,0.34146341463414637,0.7272727272727273,0.3333333333333333,0.07317073170731707,1.64,0.0,0,0,West,11.289794413577894,9.546884034617925,0
10.0,CA,MORTGAGE,131004.7,18.48,1,12.0,5,11,7,803225,188965,0,0,77.0,0,102,3,4,6.0,7,0,2,9800,3,3,3,2,81.8,0,0,credit_card,individual,5000,36,131004.7,18.48,0,0,0,0,10,0.038166569596357995,0.012722189865452664,0.23525786672476579,0.6363636363636364,1.0,1.0,0.36363636363636365,1.1,0.5,1,1,West,11.782996112687075,8.517393171418904,0
10.0,OH,MORTGAGE,47700.0,16.78,0,999.0,2,16,16,70988,70229,0,1,999.0,0,0,11,3,10.0,16,0,4,11200,5,5,5,0,100.0,0,1,debt_consolidation,individual,12000,36,47700.0,16.78,1,1,0,0,4,0.25157232704402516,0.08385744234800838,0.9893080520651377,1.0,1.0,1.0,0.1875,4.0,0.5,2,1,Midwest,10.77270764101727,9.392745258631441,0
10.0,NJ,MORTGAGE,80000.0,7.83,0,37.0,3,28,19,245100,13763,0,0,999.0,0,0,0,9,4.0,19,0,8,24100,20,18,15,4,96.4,0,0,other,individual,2400,36,80000.0,7.83,0,1,0,0,12,0.03,0.01,0.056152590779273766,0.6785714285714286,0.8333333333333334,0.9,0.32142857142857145,2.3333333333333335,0.25,0,0,Northeast,11.289794413577894,7.783640596221253,0
3.0,CO,MORTGAGE,75000.0,10.0,1,8.0,1,16,11,271254,19169,0,0,8.0,0,301,2,6,2.0,11,0,4,7300,8,8,6,1,93.8,0,0,debt_consolidation,individual,6000,36,75000.0,10.0,0,0,0,0,8,0.08,0.026666666666666665,0.07066808231399353,0.6875,0.75,1.0,0.375,2.0,0.125,1,1,West,11.225256725762893,8.699681400989514,0
7.0,NY,MORTGAGE,90000.0,13.13,0,29.0,0,33,17,331600,41521,0,0,999.0,0,0,1,2,15.0,17,0,5,88400,21,15,8,5,93.8,0,0,debt_consolidation,individual,39200,36,90000.0,13.13,0,1,0,0,21,0.43555555555555553,0.1451851851851852,0.12521411338962604,0.5151515151515151,0.5333333333333333,0.7142857142857143,0.06060606060606061,1.5714285714285714,0.0,0,0,Northeast,11.407576060361786,10.576457535657255,0
4.0,MS,MORTGAGE,50000.0,16.13,1,18.0,4,17,9,35556,22027,0,1,999.0,0,1063,3,6,0.0,9,0,1,4500,10,6,4,0,94.1,1,0,debt_consolidation,individual,20000,60,50000.0,16.13,0,1,0,0,15,0.4,0.07999999999999999,0.6195016312296097,0.5294117647058824,0.6666666666666666,0.6,0.35294117647058826,1.1333333333333333,0.26666666666666666,3,1,South,10.819798284210286,9.90353755128617,0
2.0,FL,OWN,14300.0,22.59,0,999.0,2,3,3,18953,5126,0,0,999.0,0,0,1,2,1.0,3,0,1,7500,2,2,2,0,100.0,0,0,debt_consolidation,individual,1000,36,14300.0,22.59,1,1,0,0,11,0.06993006993006994,0.02331002331002331,0.2704585026117237,1.0,1.0,1.0,0.6666666666666666,0.2727272727272727,0.18181818181818182,0,0,South,9.568084743872936,6.90875477931522,1
10.0,NY,MORTGAGE,110000.0,6.78,0,999.0,1,8,6,112380,18915,0,0,999.0,0,0,1,3,3.0,6,0,3,20300,4,4,4,1,100.0,0,0,credit_card,individual,10000,36,110000.0,6.78,1,1,0,0,5,0.09090909090909091,0.030303030303030304,0.1683128670581954,0.75,1.0,1.0,0.375,1.6,0.2,0,0,Northeast,11.608244735642321,9.210440366976517,0
0.0,WY,RENT,55000.0,38.8,0,999.0,6,14,12,126027,98621,0,0,999.0,0,0,2,10,1.0,12,0,9,33900,10,10,9,0,100.0,0,0,debt_consolidation,individual,12000,60,55000.0,38.8,1,1,0,0,5,0.21818181818181817,0.04363636363636364,0.7825386623501314,0.8571428571428571,0.9,1.0,0.7142857142857143,2.8,1.2,0,0,West,10.915106645867503,9.392745258631441,0
2.0,NY,MORTGAGE,130000.0,19.42,0,25.0,3,22,13,84129,38547,0,0,52.0,0,0,2,6,6.0,13,0,7,23700,16,10,8,0,87.5,0,0,debt_consolidation,individual,20000,36,130000.0,19.42,0,0,0,0,10,0.15384615384615385,0.05128205128205128,0.4581892094283779,0.5909090909090909,0.8,0.625,0.2727272727272727,2.2,0.3,0,0,Northeast,11.775297421715827,9.90353755128617,0
2.0,CA,RENT,50000.0,11.23,1,16.0,1,17,10,33568,14360,0,0,999.0,0,0,1,2,12.0,10,0,3,24300,13,8,3,0,93.8,0,0,debt_consolidation,individual,20000,36,50000.0,11.23,0,1,0,0,20,0.4,0.13333333333333333,0.42778836987607244,0.5882352941176471,0.375,0.6153846153846154,0.11764705882352941,0.85,0.05,1,1,West,10.819798284210286,9.90353755128617,0
10.0,TX,MORTGAGE,70000.0,9.81,0,78.0,0,29,15,100100,17296,0,0,78.0,0,9966,0,4,15.0,15,0,5,15900,20,14,8,3,96.6,0,0,debt_consolidation,individual,15000,36,70000.0,9.81,0,0,0,0,11,0.21428571428571427,0.07142857142857144,0.1727872127872128,0.5172413793103449,0.5714285714285714,0.7,0.13793103448275862,2.6363636363636362,0.0,0,0,South,11.156264806643742,9.61587214452889,0
10.0,CA,RENT,26000.0,25.44,0,999.0,1,10,6,31884,27794,0,0,999.0,0,0,1,2,6.0,6,0,2,8300,5,5,4,0,100.0,0,0,debt_consolidation,individual,12000,60,26000.0,25.44,1,1,0,0,10,0.46153846153846156,0.09230769230769231,0.8717224940408983,0.6,0.8,1.0,0.2,1.0,0.1,0,0,West,10.165890277802454,9.392745258631441,0
10.0,NY,RENT,87000.0,29.49,0,70.0,2,30,13,103017,79732,0,0,999.0,0,0,2,5,7.0,12,0,7,34450,21,9,8,0,97.0,0,0,debt_consolidation,individual,25600,60,87000.0,29.49,0,1,0,0,17,0.2942528735632184,0.05885057471264368,0.7739693448654106,0.43333333333333335,0.8888888888888888,0.42857142857142855,0.16666666666666666,1.7647058823529411,0.11764705882352941,0,0,Northeast,11.373674891823535,10.150386692204734,0
10.0,NJ,MORTGAGE,154400.0,14.9,0,999.0,5,18,14,585643,120709,0,0,999.0,0,0,7,7,0.0,14,0,2,62000,8,5,2,2,100.0,0,0,debt_consolidation,individual,29000,60,154400.0,14.9,1,1,0,0,10,0.1878238341968912,0.03756476683937824,0.20611362212132647,0.7777777777777778,0.4,0.625,0.3888888888888889,1.8,0.5,0,0,Northeast,11.947308393235778,10.275085591132715,0
10.0,MA,RENT,95000.0,33.45,1,11.0,1,41,17,134884,65970,0,0,11.0,0,0,5,6,3.0,17,0,5,44200,27,12,7,2,97.6,0,0,debt_consolidation,individual,11000,36,95000.0,33.45,0,0,0,0,13,0.11578947368421053,0.03859649122807017,0.48908691913051217,0.4146341463414634,0.5833333333333334,0.4444444444444444,0.14634146341463414,3.1538461538461537,0.07692307692307693,1,1,Northeast,11.461642696843066,9.305741456739435,0
1.0,MI,RENT,75000.0,16.43,0,999.0,2,12,8,44071,29868,0,0,999.0,0,0,3,3,1.0,8,0,3,20000,8,5,4,0,91.7,0,0,credit_card,individual,17500,36,75000.0,16.43,1,1,0,0,32,0.23333333333333334,0.07777777777777778,0.6777245807900887,0.6666666666666666,0.8,0.625,0.25,0.375,0.0625,0,0,Midwest,11.225256725762893,9.770013301136158,0
10.0,NJ,OWN,156000.0,27.61,0,999.0,5,41,21,203329,115153,0,0,999.0,0,0,2,5,0.0,21,0,10,56400,31,19,11,0,100.0,0,0,other,individual,25000,36,156000.0,27.61,1,1,0,0,14,0.16025641025641027,0.053418803418803416,0.5663382990129298,0.5121951219512195,0.5789473684210527,0.6129032258064516,0.12195121951219512,2.9285714285714284,0.35714285714285715,0,0,Northeast,11.957617696467539,10.12667110305036,0
10.0,MA,OWN,137000.0,9.63,0,43.0,4,28,12,257005,47526,0,0,43.0,0,2530,2,5,8.0,12,0,4,56100,16,8,4,3,85.7,0,0,credit_card,individual,33000,60,137000.0,9.63,0,0,0,0,18,0.24087591240875914,0.04817518248175183,0.18492247232544115,0.42857142857142855,0.5,0.5,0.17857142857142858,1.5555555555555556,0.2222222222222222,0,0,Northeast,11.827743504053695,10.404293143019792,0
9.0,CA,MORTGAGE,89500.0,11.29,0,999.0,4,17,6,472951,48885,0,0,999.0,0,0,1,2,1.0,6,0,4,84000,10,4,4,4,100.0,0,0,other,individual,30000,36,89500.0,11.29,1,1,0,0,10,0.33519553072625696,0.111731843575419,0.10336165903021666,0.35294117647058826,1.0,0.4,0.11764705882352941,1.7,0.4,0,0,West,11.402005077384885,10.308985993422082,0
7.0,PA,MORTGAGE,85000.0,35.47,0,65.0,2,36,21,133498,105317,0,0,70.0,0,0,11,4,3.0,21,0,5,16000,16,10,8,0,77.8,0,0,debt_consolidation,individual,17000,36,85000.0,35.47,0,0,0,0,11,0.2,0.06666666666666667,0.7889032045423902,0.5833333333333334,0.8,0.625,0.1111111111111111,3.272727272727273,0.18181818181818182,0,0,Northeast,11.350418300109132,9.741027444837728,0
10.0,NV,MORTGAGE,42000.0,25.35,0,999.0,0,14,11,224788,27319,0,0,999.0,0,0,1,5,14.0,11,0,5,21800,10,9,8,2,100.0,0,0,other,joint,30000,36,80000.0,15.74,1,1,0,0,11,0.375,0.125,0.12153228820043775,0.7857142857142857,0.8888888888888888,0.9,0.35714285714285715,1.2727272727272727,0.0,0,0,West,11.289794413577894,10.308985993422082,0
0.0,OR,RENT,50000.0,23.72,0,999.0,0,20,8,56512,39394,0,0,999.0,0,0,4,6,13.0,8,0,2,5500,4,4,4,0,100.0,0,0,debt_consolidation,individual,30000,60,50000.0,23.72,1,1,0,0,9,0.6,0.12,0.6970908833522084,0.4,1.0,1.0,0.3,2.2222222222222223,0.0,0,0,West,10.819798284210286,10.308985993422082,0
1.0,CA,MORTGAGE,245000.0,13.83,0,999.0,0,15,7,755000,96711,0,0,999.0,0,0,1,1,999.0,7,0,4,130000,7,5,4,5,100.0,0,0,debt_consolidation,joint,32175,36,245000.0,18.54,1,1,1,0,19,0.1313265306122449,0.04377551020408163,0.12809403973509934,0.4666666666666667,0.8,0.7142857142857143,0.06666666666666667,0.7894736842105263,0.0,0,0,West,12.409017571151187,10.378976112012433,0
10.0,CA,MORTGAGE,115000.0,15.22,0,64.0,2,25,15,449825,33229,0,0,64.0,0,0,5,10,7.0,15,0,4,15100,9,9,9,2,96.0,0,0,debt_consolidation,joint,20000,36,171000.0,13.39,0,0,0,0,10,0.11695906432748537,0.03898635477582846,0.07387094981381648,0.6,1.0,1.0,0.4,2.5,0.2,0,0,West,12.049424683420915,9.90353755128617,0
3.0,CO,MORTGAGE,68000.0,27.59,1,9.0,1,22,11,412967,32018,0,0,999.0,0,0,4,4,6.0,11,0,1,8300,12,6,2,1,100.0,0,0,debt_consolidation,joint,15000,60,108000.0,23.92,0,1,0,0,14,0.1388888888888889,0.027777777777777776,0.07753161874919788,0.5,0.3333333333333333,0.5,0.18181818181818182,1.5714285714285714,0.07142857142857142,1,1,West,11.58989576532275,9.61587214452889,0
6.0,OR,MORTGAGE,82000.0,12.02,0,999.0,3,22,7,68047,42819,0,0,999.0,0,0,2,5,3.0,7,0,2,11400,5,5,4,1,100.0,0,0,debt_consolidation,individual,16000,36,82000.0,12.02,1,1,0,0,6,0.1951219512195122,0.06504065040650407,0.629256249357062,0.3181818181818182,0.8,1.0,0.22727272727272727,3.6666666666666665,0.5,0,0,West,11.314486721293981,9.680406499268875,0
3.0,CA,RENT,70000.0,6.84,0,999.0,1,26,13,60300,21600,0,0,999.0,0,0,5,1,12.0,13,0,5,46200,12,8,5,0,100.0,0,0,house,individual,20000,36,70000.0,6.84,1,1,0,0,9,0.2857142857142857,0.09523809523809525,0.3582089552238806,0.5,0.625,0.6666666666666666,0.038461538461538464,2.888888888888889,0.1111111111111111,0,0,West,11.156264806643742,9.90353755128617,0
3.0,CA,MORTGAGE,40000.0,15.15,0,57.0,3,19,7,29415,24976,0,1,999.0,0,0,1,6,3.0,7,0,2,12300,7,5,5,5,94.4,0,1,debt_consolidation,joint,20000,60,110000.0,9.58,0,1,0,0,28,0.18181818181818182,0.03636363636363636,0.8490906000339963,0.3684210526315789,1.0,0.7142857142857143,0.3157894736842105,0.6785714285714286,0.10714285714285714,2,1,West,11.608244735642321,9.90353755128617,0
1.0,NJ,RENT,160000.0,15.08,1,23.0,2,11,6,97553,84621,0,0,23.0,0,0,2,1,11.0,6,0,4,46700,7,4,4,0,81.8,0,0,debt_consolidation,individual,40000,36,160000.0,15.08,0,0,0,0,14,0.25,0.08333333333333333,0.8674361629063176,0.5454545454545454,1.0,0.5714285714285714,0.09090909090909091,0.7857142857142857,0.14285714285714285,1,1,Northeast,11.982935344196433,10.596659732783579,0
1.0,OK,MORTGAGE,120000.0,10.72,0,999.0,4,24,11,96800,52268,0,0,999.0,0,0,1,7,3.0,11,0,1,42900,14,9,1,1,100.0,0,0,house,individual,40000,60,120000.0,10.72,1,1,0,0,11,0.3333333333333333,0.06666666666666667,0.5399586776859504,0.4583333333333333,0.1111111111111111,0.6428571428571429,0.2916666666666667,2.1818181818181817,0.36363636363636365,0,0,South,11.695255355062795,10.596659732783579,0
2.0,TX,MORTGAGE,35000.0,14.37,0,999.0,0,18,6,176860,17219,0,0,999.0,0,0,1,2,999.0,6,0,1,3600,7,4,1,4,100.0,0,0,debt_consolidation,joint,27000,60,164000.0,10.52,1,1,1,0,9,0.16463414634146342,0.032926829268292684,0.09735949338459798,0.3333333333333333,0.25,0.5714285714285714,0.1111111111111111,2.0,0.0,0,0,South,12.00762780434872,10.203629181337648,0
0.0,NC,MORTGAGE,70000.0,10.13,0,999.0,2,21,9,84519,26175,0,0,999.0,0,0,1,3,6.0,9,0,1,43200,15,8,3,3,100.0,0,0,debt_consolidation,individual,10000,60,70000.0,10.13,1,1,0,0,11,0.14285714285714285,0.02857142857142857,0.3096936783445143,0.42857142857142855,0.375,0.5333333333333333,0.14285714285714285,1.9090909090909092,0.18181818181818182,0,0,South,11.156264806643742,9.210440366976517,0
3.0,NY,RENT,75000.0,13.78,1,13.0,2,50,15,94858,88464,0,0,62.0,0,0,4,4,2.0,15,0,6,9100,29,11,9,0,80.0,0,0,credit_card,individual,5000,36,75000.0,13.78,0,0,0,0,13,0.06666666666666667,0.022222222222222223,0.9325939825844948,0.3,0.8181818181818182,0.3793103448275862,0.08,3.8461538461538463,0.15384615384615385,1,1,Northeast,11.225256725762893,8.517393171418904,0
2.0,CA,RENT,54883.0,12.27,1,9.0,0,16,11,20100,11596,0,0,9.0,0,2240,0,2,999.0,11,0,6,14500,14,11,10,2,80.0,0,0,debt_consolidation,joint,20000,60,103125.0,9.7,0,0,1,0,19,0.19393939393939394,0.03878787878787879,0.5769154228855722,0.6875,0.9090909090909091,0.7857142857142857,0.125,0.8421052631578947,0.0,1,1,West,11.543706820559663,9.90353755128617,0
10.0,IN,OWN,68000.0,9.32,0,999.0,0,19,8,24400,12025,0,1,999.0,0,0,0,2,999.0,8,0,3,10900,12,7,4,3,100.0,0,1,debt_consolidation,individual,7800,36,68000.0,9.32,1,1,1,0,11,0.11470588235294117,0.038235294117647055,0.492827868852459,0.42105263157894735,0.5714285714285714,0.5833333333333334,0.10526315789473684,1.7272727272727273,0.0,2,1,Midwest,11.127277689932466,8.962007209588313,0
